"","Gravedad_victima","Fecha_incidente","Hora_incidente","Clase_incidente","Direccion_incidente","Sexo","Edad","Condicion","Mes","Dia","Num_dia","Hora","Grupo_edad","Año","Radicado","Latitud","Longitud","Comuna","Barrio"
"220243","Muertos","23/03/2021","05:40:00","Atropello","CL 2 Sur CR 65","M","70","Peatón","Mar","Mar",23,"5","70 - 79",2021,1742246,"6,20707267","-75,58930504","15 - Guayabal","Cristo Rey"
"220632","Muertos","28/03/2021","00:02:00","Atropello","CR 64 C CL 67","M","41","Peatón","Mar","Dom",28,"0","40 - 49",2021,1742895,"6,26616517","-75,57511839","05 - Castilla","Caribe"
"220822","Muertos","30/03/2021","17:52:00","Choque","CR 49 CL 16","M","49","Motociclista","Mar","Mar",30,"17","40 - 49",2021,1743245,"6,21727168","-75,57706161","14 - El Poblado","Villa Carlota"
"221005","Muertos","03/04/2021","08:40:00","Choque","CR 152 CL 66","M","0","Pasajero","Abr","Sáb",3,"8","20 - 29",2021,1743261,"6,28520006","-75,64982255","60 - Corregimiento de San Cristóbal","Suburbano La Loma"
"221100","Muertos","05/04/2021","06:25:00","Atropello","CL 70 G CR 95","M","82","Peatón","Abr","Lun",5,"6","80 o más",2021,1743604,"6,28718805","-75,5987815","07 - Robledo","Monteclaro"
"221208","Muertos","06/04/2021","19:50:00","Choque","CR 65 CL 4 Sur","F","50","Motociclista","Abr","Mar",6,"19","50 - 59",2021,1743894,"6,20509742","-75,58840381","15 - Guayabal","Cristo Rey"
"221404","Muertos","10/04/2021","17:50:00","Choque","CL 18 CR 100","M","16","Motociclista","Abr","Sáb",10,"17","10 - 19",2021,1744164,"6,22342958","-75,62248556","70 - Corregimiento de Altavista","Altavista Sector Central"
"221417","Muertos","11/04/2021","04:42:00","Atropello","CL 88 A CR 51 B","M","35","Peatón","Abr","Dom",11,"4","30 - 39",2021,1743807,"6,28059774","-75,56207517","04 - Aranjuez","Aranjuez"
"221548","Muertos","13/04/2021","15:22:00","Choque","CL 50 CR 54 A","M","31","Motociclista","Abr","Mar",13,"15","30 - 39",2021,1744113,"6,25118077","-75,57133205","10 - La Candelaria","San Benito"
"221549","Muertos","13/04/2021","15:22:00","Choque","CL 50 CR 54 A","F","20","Acompañante de motocicleta","Abr","Mar",13,"15","20 - 29",2021,1744113,"6,25118077","-75,57133205","10 - La Candelaria","San Benito"
"221601","Muertos","14/04/2021","14:00:00","Atropello","CR 32 CL 32","M","82","Peatón","Abr","Mié",14,"14","80 o más",2021,1744307,"6,23012551","-75,56099263","09 - Buenos Aires","Loreto"
"221608","Muertos","14/04/2021","17:11:00","Atropello","CR 43 B CL 12","M","41","Peatón","Abr","Mié",14,"17","40 - 49",2021,1744452,"6,21323005","-75,57058223","14 - El Poblado","Manila"
"221650","Muertos","15/04/2021","10:47:00","Choque","CL 42 CR 30","M","88","Motociclista","Abr","Jue",15,"10","80 o más",2021,1744593,"6,23613914","-75,55540382","09 - Buenos Aires","La Milagrosa"
"221710","Muertos","16/04/2021","08:00:00","Choque","CR 49 CL 7 Sur","M","32","Motociclista","Abr","Vie",16,"8","30 - 39",2021,1744732,"6,19983135","-75,57971535","14 - El Poblado","La Aguacatala"
"221712","Muertos","16/04/2021","08:00:00","Choque","CR 49 CL 7 Sur","F","24","Acompañante de motocicleta","Abr","Vie",16,"8","20 - 29",2021,1744732,"6,19983135","-75,57971535","14 - El Poblado","La Aguacatala"
"222163","Muertos","24/04/2021","07:01:00","Choque","CR 63 CL 39","M","27","Motociclista","Abr","Sáb",24,"7","20 - 29",2021,1745262,"6,24252624","-75,57921974","11 - Laureles Estadio","Los Conquistadores"
"222189","Muertos","24/04/2021","17:40:00","Choque","CL 57 C CR 93","M","65","Peatón","Abr","Sáb",24,"17","60 - 69",2021,1745298,"6,27575205","-75,60641384","13 - San Javier","Blanquizal"
"222405","Muertos","27/04/2021","18:00:00","Atropello","CR 55 CL 39","M","25","Motociclista","Abr","Mar",27,"18","20 - 29",2021,1745611,"6,2397311","-75,57540323","10 - La Candelaria","Calle Nueva"
"222406","Muertos","27/04/2021","18:00:00","Atropello","CR 55 CL 39","M","41","Peatón","Abr","Mar",27,"18","40 - 49",2021,1745611,"6,2397311","-75,57540323","10 - La Candelaria","Calle Nueva"
"222891","Muertos","06/05/2021","10:40:00","Choque","CR 62 CL 89","M","39","Motociclista","May","Jue",6,"10","30 - 39",2021,1746333,"6,28684027","-75,56680303","05 - Castilla","Oleoducto"
"223098","Muertos","09/05/2021","21:59:00","Choque","CL 58 CR 54","M","27","Motociclista","May","Dom",9,"21","20 - 29",2021,1746617,"6,25739284","-75,56879449","10 - La Candelaria","Jesús Nazareno"
"223181","Muertos","10/05/2021","17:53:00","Otro","CL 99 CR 99","M","40","Motociclista","May","Lun",10,"17","40 - 49",2021,1746639,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"223192","Muertos","10/05/2021","21:30:00","Choque","CR 52 CL 9","M","43","Motociclista","May","Lun",10,"21","40 - 49",2021,1746682,"6,21380249","-75,58255646","15 - Guayabal","Campo Amor"
"223205","Muertos","11/05/2021","05:42:00","Atropello","CL 54 CR 57","M","50","Peatón","May","Mar",11,"5","50 - 59",2021,1746749,"6,25573861","-75,57375127","10 - La Candelaria","San Benito"
"223288","Muertos","11/05/2021","22:12:00","Choque","CR 63 CL 67","M","30","Motociclista","May","Mar",11,"22","30 - 39",2021,1746829,"6,26520462","-75,57489841","05 - Castilla","Caribe"
"223361","Muertos","13/05/2021","03:32:00","Atropello","CR 50 CL 12 Sur","M","41","Peatón","May","Jue",13,"3","40 - 49",2021,1747169,"6,19585145","-75,58341993","15 - Guayabal","Guayabal"
"223435","Muertos","13/05/2021","19:30:00","Choque","CR 94 CL 35 B","M","36","Motociclista","May","Jue",13,"19","30 - 39",2021,1746977,"6,24915598","-75,61586568","12 - La América","Santa Mónica"
"223606","Muertos","15/05/2021","18:11:00","Choque","CL 28 CR 87","M","44","Motociclista","May","Sáb",15,"18","40 - 49",2021,1747171,"6,22974138","-75,60950528","16 - Belén","Las Violetas"
"223607","Muertos","15/05/2021","18:11:00","Choque","CL 28 CR 87","F","38","Acompañante de motocicleta","May","Sáb",15,"18","30 - 39",2021,1747171,"6,22974138","-75,60950528","16 - Belén","Las Violetas"
"223682","Muertos","16/05/2021","16:13:00","Volcamiento","CL 99 CR 99","M","19","Acompañante de motocicleta","May","Dom",16,"16","10 - 19",2021,1747179,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"224105","Muertos","21/05/2021","18:00:00","Atropello","CR 45 CL 71 A","F","74","Peatón","May","Vie",21,"18","70 - 79",2021,1748001,"6,26670751","-75,55511681","03 - Manrique","El Pomar"
"224172","Muertos","22/05/2021","13:14:00","Choque","CR 99 CL 99","M","13","Ciclista","May","Sáb",22,"13","10 - 19",2021,1747852,"6,25129287","-75,61660376","13 - San Javier","Belencito"
"224501","Muertos","26/05/2021","16:10:00","Atropello","CR 48 CL 43","M","79","Peatón","May","Mié",26,"16","70 - 79",2021,1748532,"6,24337116","-75,56939805","10 - La Candelaria","Barrio Colón"
"224570","Muertos","27/05/2021","10:30:00","Atropello","CR 65 CL 92 A","M","121","Peatón","May","Jue",27,"10","Sin Inf",2021,1748434,"6,28486014","-75,57101577","05 - Castilla","Francisco Antonio Zea"
"224590","Muertos","27/05/2021","13:57:00","Choque","CR 63 CL 32","F","22","Motociclista","May","Jue",27,"13","20 - 29",2021,1748666,"6,23971998","-75,5779454","11 - Laureles Estadio","Los Conquistadores"
"224615","Muertos","27/05/2021","18:35:00","Choque","CR 71 CL 29","M","47","Motociclista","May","Jue",27,"18","40 - 49",2021,1748563,"6,23057947","-75,5920149","16 - Belén","Granada"
"224641","Muertos","28/05/2021","06:00:00","Atropello","CR 81 CL 32 EE","M","74","Peatón","May","Vie",28,"6","70 - 79",2021,1748676,"6,23814477","-75,60299835","11 - Laureles Estadio","Las Acacias"
"224702","Muertos","28/05/2021","16:30:00","Atropello","CR 61 CL 46","M","82","Peatón","May","Vie",28,"16","80 o más",2021,1748721,"6,25018668","-75,57868384","10 - La Candelaria","Corazón de Jesús"
"224706","Muertos","28/05/2021","17:35:00","Volcamiento","CL 64 B CR 98","F","35","Ciclista","May","Vie",28,"17","30 - 39",2021,1748774,"6,28355578","-75,60710792","60 - Corregimiento de San Cristóbal","Área de Expansión Pajarito"
"224754","Muertos","29/05/2021","11:33:00","Atropello","CR 63 CL 122","M","31","Motociclista","May","Sáb",29,"11","30 - 39",2021,1748681,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"224804","Muertos","29/05/2021","18:53:00","Choque","CL 73 CR 72 A","M","38","Motociclista","May","Sáb",29,"18","30 - 39",2021,1748698,"6,27363269","-75,5820398","07 - Robledo","La Pilarica"
"224826","Muertos","30/05/2021","02:14:00","Choque","CL 45 CR 24","M","38","Motociclista","May","Dom",30,"2","30 - 39",2021,1748677,"6,23568739","-75,55108764","09 - Buenos Aires","Miraflores"
"224932","Muertos","31/05/2021","06:23:00","Choque","TV 39 B CL 72","M","54","Motociclista","May","Lun",31,"6","50 - 59",2021,1748801,"6,24142493","-75,59345247","11 - Laureles Estadio","Laureles"
"224974","Muertos","31/05/2021","14:10:00","Atropello","CL 42 CR 108 A","F","72","Peatón","May","Lun",31,"14","70 - 79",2021,1748805,"6,25464342","-75,62176093","13 - San Javier","El Salado"
"225290","Muertos","04/06/2021","03:30:00","Volcamiento","CL 44 CR 93","M","31","Motociclista","Jun","Vie",4,"3","30 - 39",2021,1749430,"6,28804492","-75,57117333","07 - Robledo","Olaya Herrera"
"225422","Muertos","05/06/2021","20:15:00","Atropello","CL 92 CR 50 A","M","74","Peatón","Jun","Sáb",5,"20","70 - 79",2021,1750193,"6,25516292","-75,56282436","10 - La Candelaria","Prado"
"225794","Muertos","10/06/2021","10:00:00","Choque","CL 50 CR 63","M","84","Ciclista","Jun","Jue",10,"10","80 o más",2021,1750108,"6,24903293","-75,56687431","10 - La Candelaria","La Candelaria"
"225818","Muertos","10/06/2021","13:43:00","Choque","CR 64 C CL 78","M","30","Motociclista","Jun","Jue",10,"13","30 - 39",2021,1750276,"6,25516292","-75,56282436","10 - La Candelaria","Prado"
"226071","Muertos","13/06/2021","15:00:00","Otro","CR 84 CL 98 B","M","48","Motociclista","Jun","Dom",13,"15","40 - 49",2021,1750458,"6,28104823","-75,59493333","07 - Robledo","Aures No.1"
"226096","Muertos","13/06/2021","19:57:00","Atropello","CR 45 CL 69","M","59","Peatón","Jun","Dom",13,"19","50 - 59",2021,1750274,"6,28104823","-75,59493333","07 - Robledo","Aures No.1"
"226100","Muertos","13/06/2021","21:00:00","Atropello","CL 50 CR 59","M","30","Peatón","Jun","Dom",13,"21","30 - 39",2021,1750271,"6,28104823","-75,59493333","07 - Robledo","Aures No.1"
"226136","Muertos","14/06/2021","12:40:00","Choque","CL 99 B CR 76","M","19","Motociclista","Jun","Lun",14,"12","10 - 19",2021,1750713,"6,25889961","-75,58006451","11 - Laureles Estadio","Carlos E. Restrepo"
"226356","Muertos","17/06/2021","06:20:00","Atropello","DG 74 B CL 32","M","41","Peatón","Jun","Jue",17,"6","40 - 49",2021,1750716,"6,25066456","-75,56397918","10 - La Candelaria","La Candelaria"
"226383","Muertos","17/06/2021","11:00:00","Atropello","CR 62 CL 54","M","89","Peatón","Jun","Jue",17,"11","80 o más",2021,1750938,"6,25066456","-75,56397918","10 - La Candelaria","La Candelaria"
"226475","Muertos","18/06/2021","10:10:00","Choque","CL 67 CR 50 C","M","15","Ciclista","Jun","Vie",18,"10","50 - 59",2021,1750954,"6,28234282","-75,59908509","07 - Robledo","Cucaracho"
"226611","Muertos","20/06/2021","02:30:00","Choque","CR 70 CL 32","M","23","Motociclista","Jun","Dom",20,"2","20 - 29",2021,1751064,"6,23447018","-75,59154141","16 - Belén","Rosales"
"226783","Muertos","21/06/2021","20:00:00","Atropello","CL 56 H CR 18 B","M","76","Peatón","Jun","Lun",21,"20","70 - 79",2021,1751409,"6,30580058","-75,56911556","05 - Castilla","Tejelo"
"227044","Muertos","24/06/2021","15:21:00","Choque","CR 38 CL 26","M","19","Motociclista","Jun","Jue",24,"15","10 - 19",2021,1751826,"6,22843684","-75,55999644","09 - Buenos Aires","Loreto"
"227333","Muertos","28/06/2021","05:21:00","Choque","CR 63 CL 48","M","34","Motociclista","Jun","Lun",28,"5","30 - 39",2021,1752113,"6,24242562","-75,57677496","10 - La Candelaria","La Alpujarra"
"227365","Muertos","28/06/2021","08:50:00","Atropello","CL 44 CR 86","M","88","Peatón","Jun","Lun",28,"8","80 o más",2021,1752263,"6,24242562","-75,57677496","10 - La Candelaria","La Alpujarra"
"227366","Muertos","28/06/2021","09:41:00","Choque","CR 63 CL 59","M","57","Motociclista","Jun","Lun",28,"9","50 - 59",2021,1752123,"6,23188081","-75,57442629","10 - La Candelaria","Perpetuo Socorro"
"227367","Muertos","28/06/2021","10:20:00","Choque","CL 62 CR 144","M","42","Motociclista","Jun","Lun",28,"10","40 - 49",2021,1752320,"6,23188081","-75,57442629","10 - La Candelaria","Perpetuo Socorro"
"227496","Muertos","29/06/2021","22:00:00","Choque","CR 63 CL 48","F","54","Pasajero","Jun","Mar",29,"22","50 - 59",2021,1752767,"6,23904873","-75,55643289","09 - Buenos Aires","Buenos Aires"
"227574","Muertos","01/07/2021","01:25:00","Atropello","CL 58 CR 54","M","30","Peatón","Jul","Jue",1,"1","30 - 39",2021,1752623,"6,25739284","-75,56879449","10 - La Candelaria","Jesús Nazareno"
"227777","Muertos","03/07/2021","05:40:00","Atropello","CR 50 CL 46","M","33","Peatón","Jul","Sáb",3,"5","30 - 39",2021,1752862,"6,24698021","-75,5688786","10 - La Candelaria","La Candelaria"
"227859","Muertos","03/07/2021","23:45:00","Atropello","CR 43 A CL 19","M","30","Pasajero","Jul","Sáb",3,"23","30 - 39",2021,1752944,"6,22008155","-75,56952155","14 - El Poblado","Villa Carlota"
"227993","Muertos","05/07/2021","15:30:00","Atropello","CR 45 CL 82","M","25","Motociclista","Jul","Lun",5,"15","20 - 29",2021,1752898,"6,27448945","-75,55383579","03 - Manrique","Campo Valdés No. 2"
"227994","Muertos","05/07/2021","15:30:00","Atropello","CR 45 CL 82","M","83","Peatón","Jul","Lun",5,"15","80 o más",2021,1752898,"6,27448945","-75,55383579","03 - Manrique","Campo Valdés No. 2"
"228116","Muertos","07/07/2021","05:35:00","Atropello","CR 63 CL 113 CC","M","30","Peatón","Jul","Mié",7,"5","30 - 39",2021,1753348,"6,30830091","-75,55841233","05 - Castilla","Toscana"
"228215","Muertos","08/07/2021","09:00:00","Atropello","CL 41 CR 28","M","91","Peatón","Jul","Jue",8,"9","80 o más",2021,1753262,"6,23458337","-75,5543042","09 - Buenos Aires","La Milagrosa"
"228346","Muertos","09/07/2021","21:30:00","Otro","CR 51 CL 62","M","47","Motociclista","Jul","Vie",9,"21","40 - 49",2021,1753985,"6,26039211","-75,56457335","10 - La Candelaria","Prado"
"228647","Muertos","13/07/2021","08:30:00","Atropello","CR 46 CL 53","M","74","Peatón","Jul","Mar",13,"8","70 - 79",2021,1753786,"6,25066456","-75,56397918","10 - La Candelaria","La Candelaria"
"229055","Muertos","17/07/2021","14:40:00","Choque","CL 77 CR 56 B","M","35","Motociclista","Jul","Sáb",17,"14","30 - 39",2021,1754706,"6,27540471","-75,56840684","04 - Aranjuez","Moravia"
"229287","Muertos","19/07/2021","23:48:00","Otro","Tramo 18 Kilometro 180","M","38","Motociclista","Jul","Lun",19,"23","30 - 39",2021,1754761,"6,22178433","-75,7039017","Sin Inf","Sin Inf"
"229314","Muertos","20/07/2021","14:15:00","Atropello","CR 62 CL 45","M","Sin Inf","Peatón","Jul","Mar",20,"14","Sin Inf",2021,1755303,"6,24912406","-75,57922182","10 - La Candelaria","Corazón de Jesús"
"229528","Muertos","22/07/2021","16:28:00","Atropello","CR 62 CL 45 A","M","55","Peatón","Jul","Jue",22,"16","50 - 59",2021,1755054,"6,24969325","-75,57893698","10 - La Candelaria","Corazón de Jesús"
"229732","Muertos","24/07/2021","20:45:00","Atropello","CR 64 C CL 74","M","67","Peatón","Jul","Sáb",24,"20","60 - 69",2021,1755072,"6,27330298","-75,57325251","05 - Castilla","Caribe"
"230054","Muertos","28/07/2021","16:00:00","Choque","CL 77 C CR 88","M","30","Motociclista","Jul","Mié",28,"16","30 - 39",2021,1755658,"6,2840663","-75,59139083","07 - Robledo","Aures No.1"
"230123","Muertos","29/07/2021","15:45:00","Choque","CR 64 C CL 96","M","22","Motociclista","Jul","Jue",29,"15","20 - 29",2021,1755742,"6,28843411","-75,56943392","05 - Castilla","Tricentenario"
"230134","Muertos","29/07/2021","18:45:00","Choque","CL 77 BB CR 80","M","31","Motociclista","Jul","Jue",29,"18","30 - 39",2021,1755988,"6,27992381","-75,58741847","07 - Robledo","Villa Flora"
"230241","Muertos","30/07/2021","18:40:00","Choque","CR 62 CL 67","M","44","Motociclista","Jul","Vie",30,"18","40 - 49",2021,1755994,"6,26510346","-75,5716468","04 - Aranjuez","Universidad de Antioquia"
"230297","Muertos","31/07/2021","12:30:00","Atropello","CR 46 CL 47","F","68","Peatón","Jul","Sáb",31,"12","60 - 69",2021,1757158,"6,24612642","-75,56675831","10 - La Candelaria","La Candelaria"
"230308","Muertos","31/07/2021","14:30:00","Choque","CL 52 CR 2 A","M","57","Acompañante de motocicleta","Jul","Sáb",31,"14","50 - 59",2021,1755995,"6,23075355","-75,5306172","08 - Villa Hermosa","Las Estancias"
"230409","Muertos","01/08/2021","19:00:00","Atropello","CL 58 CR 62","M","32","Motociclista","Ago","Dom",1,"19","30 - 39",2021,1756014,"6,26041688","-75,57324194","10 - La Candelaria","El Chagualo"
"230425","Muertos","01/08/2021","23:38:00","Choque","CR 65 CL 98 A","M","18","Motociclista","Ago","Dom",1,"23","10 - 19",2021,1756060,"6,29316797","-75,56920762","05 - Castilla","Girardot"
"230431","Muertos","02/08/2021","02:07:00","Caida Ocupante","CR 44 CL 78","F","25","Acompañante de motocicleta","Ago","Lun",2,"2","50 - 59",2021,1756149,"6,27088583","-75,55340505","03 - Manrique","Campo Valdés No. 2"
"230434","Muertos","02/08/2021","05:20:00","Choque","CR 64 CL 67 B","M","27","Motociclista","Ago","Lun",2,"5","20 - 29",2021,1756095,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"230459","Muertos","02/08/2021","11:50:00","Atropello","CL 52 CR 28","M","51","Peatón","Ago","Lun",2,"11","50 - 59",2021,1756194,"6,24281877","-75,54978202","08 - Villa Hermosa","Sucre"
"230509","Muertos","02/08/2021","21:45:00","Atropello","CL 47 A CR 98","M","10","Pasajero","Ago","Lun",2,"21","10 - 19",2021,1756237,"6,25714025","-75,61354403","13 - San Javier","San Javier No.2"
"230621","Muertos","04/08/2021","06:51:00","Atropello","CL 44 CR 96","F","77","Peatón","Ago","Mié",4,"6","70 - 79",2021,1756427,"6,25555907","-75,61330219","12 - La América","Campo Alegre"
"230650","Muertos","04/08/2021","11:10:00","Atropello","CR 68 CL 93","F","74","Peatón","Ago","Mié",4,"11","70 - 79",2021,1756777,"6,28737665","-75,5733049","05 - Castilla","Castilla"
"230797","Muertos","06/08/2021","02:30:00","Otro","CR 84 CL 42 B","M","33","Motociclista","Ago","Vie",6,"2","30 - 39",2021,1756661,"6,24794455","-75,60536562","12 - La América","La América"
"230902","Muertos","07/08/2021","06:50:00","Choque","CL 71 A CR 39","M","58","Motociclista","Ago","Sáb",7,"6","50 - 59",2021,1756695,"6,266863","-75,54980246","03 - Manrique","Manrique Oriental"
"230907","Muertos","07/08/2021","08:50:00","Choque","CL 99 CR 52","F","55","Acompañante de motocicleta","Ago","Sáb",7,"8","50 - 59",2021,1757217,"6,29241888","-75,56193758","02 - Santa Cruz","Santa Cruz"
"231001","Muertos","08/08/2021","05:53:00","Choque","CL 57 C CR 22","Sin Inf","33","Motociclista","Ago","Dom",8,"5","30 - 39",2021,1756697,"6,25027148","-75,54358796","08 - Villa Hermosa","Los Mangos"
"231087","Muertos","09/08/2021","05:38:00","Atropello","CR 48 CL 16 A","M","37","Peatón","Ago","Lun",9,"5","30 - 39",2021,1757414,"6,2178952","-75,57582422","14 - El Poblado","Villa Carlota"
"231096","Muertos","09/08/2021","07:04:00","Choque","CR 63 CL 103 EE","Sin Inf","32","Motociclista","Ago","Lun",9,"7","30 - 39",2021,1756849,"6,29544509","-75,56210001","05 - Castilla","Héctor Abad Gómez"
"231400","Muertos","12/08/2021","06:00:00","Choque","CL 38 A CR 26 CC","M","50","Conductor","Ago","Jue",12,"6","50 - 59",2021,1757415,"6,23046438","-75,5543972","09 - Buenos Aires","Loreto"
"231507","Muertos","12/08/2021","23:35:00","Otro","CR 63 DG 94 A","Sin Inf","35","Motociclista","Ago","Jue",12,"23","30 - 39",2021,1757564,"6,28680366","-75,56667439","05 - Castilla","Tricentenario"
